age,taille,poids,sport_licence,niveau_etude,region,revenu_estime_mois,date_creation_compte,loyer_mensuel,montant_pret
1.5719135852178416,-0.9103298622784585,-0.1925899109206742,-0.9691953867476463,0.7220757844619891,0.6461623977268354,-1.447570516567611,1.1098584437643215,-1.1864361060690596,0.4295790582457542
-0.15154521001745402,-0.18447047257103524,0.3276617542834882,-0.9691953867476463,-0.6893627189536378,1.51926286751612,2.425333690665064,0.4798165455780246,1.542259415749127,2.312509921331571
1.453054357960235,-0.9921168357666171,-1.6848907400589277,-0.9691953867476463,1.4277950361698026,-1.536588776746376,1.1428975436484103,0.4798165455780246,-0.040137955762098734,0.9008553760237563
0.9181878353010053,-0.8285428887902969,1.2038750851536553,1.0317836977698849,-0.6893627189536378,-1.536588776746376,0.7007086175263568,1.1098584437643215,1.542259415749127,0.7081019423229757
-1.6967151643663396,0.8174199526589312,0.5124880037639133,1.0317836977698849,-0.6893627189536378,-0.6634883069570914,1.232041418974413,0.4798165455780246,-0.040137955762098734,0.16359690010509348
1.0964766761874152,0.970770527949232,-0.5896240764712185,-0.9691953867476463,-0.6893627189536378,0.6461623977268354,0.07052320185540659,0.4798165455780246,-0.040137955762098734,-0.8083924909040522
-1.4589967098511265,0.08133719126548848,-0.6306965763557577,-0.9691953867476463,0.7220757844619891,-1.1000385418517336,-1.573784122227199,0.4798165455780246,-1.4011357814357028,-0.8083924909040522
0.44275092627057894,-0.0004497822226731064,-0.603314909766065,1.0317836977698849,-1.3950819706614512,1.51926286751612,0.11641905845889317,0.4798165455780246,1.542259415749127,-0.8083924909040522
0.8587582216722021,0.5311655454503685,-0.794986575893914,1.0317836977698849,1.4277950361698026,-0.6634883069570914,-0.8165024882696705,1.1098584437643215,-0.040137955762098734,-0.41771608837849344
-1.1024190280783068,-0.8592130038483582,0.7589230030711485,1.0317836977698849,0.7220757844619891,-0.22693807206244912,-1.762663224403086,-0.7802672507945693,1.542259415749127,-0.8083924909040522
